schema,new_file,old_file,path,change_type,property,old_value,new_value,description
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","extension.nombRecibe","eliminado","campo","tipo=string|null | requerido=si | descripcion=Nombre del responsable de la operación por parte del receptor | restricciones=minLength=1; maxLength=100","","Nombre del responsable de la operación por parte del receptor"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","extension.observaciones","eliminado","campo","tipo=string|null | requerido=si | descripcion=Observaciones | restricciones=maxLength=3000","","Observaciones"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","identificacion.codigoGeneracion","restriccion_modificada","pattern","^[A-F0-9]{8}-[A-F0-9]{4}-[A-F0-9]{4}-[A-F0-9]{4}-[A-F0-9]{12}$","^(?!.*[
])[A-F0-9]{8}-[A-F0-9]{4}-[A-F0-9]{4}-[A-F0-9]{4}-[A-F0-9]{12}$","Código de Generación"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","identificacion.fusion","agregado","campo","","tipo=string|null | requerido=si | descripcion=Fusiónes y otros | restricciones=pattern=^(?!.*[
])([0-9]{14}|[0-9]{9})$","Fusiónes y otros"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","identificacion.horEmi","restriccion_modificada","pattern","^(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9]:[0-5][0-9]?$","^(?!.*[
])(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9]:[0-5][0-9]?$","Hora de Generación"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","identificacion.motivoContin","restriccion_modificada","maxLength","150","500","Motivo de Contingencia"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","identificacion.numeroControl","restriccion_modificada","pattern","^DTE-06-[A-Z0-9]{8}-[0-9]{15}$","^(?!.*[
])DTE-06-(M|B|S|P)([0-9]{3})(P)([0-9]{3})-[0-9]{15}$","Número de Control"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","identificacion.version","restriccion_modificada","const","3","4","Versión"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","receptor.codActividad","restriccion_modificada","pattern","^[0-9]{2,6}$","","Código de Actividad Económica (Receptor)"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","receptor.correo","type_modificado","type","string","string|null","Correo electrónico (Receptor)"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","receptor.correo","restriccion_modificada","format","email","","Correo electrónico (Receptor)"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","receptor.correo","restriccion_modificada","minLength","","1","Correo electrónico (Receptor)"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","receptor.descActividad","restriccion_modificada","minLength","1","5","Actividad Económica (Receptor)"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","receptor.direccion.complemento","description_modificado","description","Dirección: complemento (Receptor)","Dirección complemento (Receptor)","Dirección complemento (Receptor)"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","receptor.direccion.departamento","description_modificado","description","Dirección: Departamento (Receptor)","Dirección Departamento (Receptor)","Dirección Departamento (Receptor)"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","receptor.direccion.departamento","restriccion_modificada","pattern","^0[1-9]|1[0-4]$","","Dirección Departamento (Receptor)"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","receptor.direccion.distrito","agregado","campo","","tipo=string | requerido=si | descripcion=Dirección Distrito (Receptor)","Dirección Distrito (Receptor)"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","receptor.direccion.municipio","description_modificado","description","Dirección: Municipio (Receptor)","Dirección Municipio (Receptor)","Dirección Municipio (Receptor)"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","receptor.direccion.municipio","restriccion_modificada","pattern","^[0-9]{2}$","","Dirección Municipio (Receptor)"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","receptor.nit","eliminado","campo","tipo=string | requerido=si | descripcion=NIT (Receptor) | restricciones=pattern=^([0-9]{14}|[0-9]{9})$","","NIT (Receptor)"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","receptor.nombre","description_modificado","description","Nombre, denominación o razón social del contribuyente (Receptor)","Nombre (Receptor)","Nombre (Receptor)"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","receptor.nrc","type_modificado","type","string","string|null","NRC (Receptor)"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","receptor.nrc","restriccion_modificada","pattern","^[0-9]{1,8}$","","NRC (Receptor)"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","receptor.nrc","restriccion_modificada","minLength","","2","NRC (Receptor)"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","receptor.nrc","restriccion_modificada","maxLength","","8","NRC (Receptor)"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","receptor.numDocumento","agregado","campo","","tipo=string | requerido=si | descripcion=Número de documento de Identificación (Receptor) | restricciones=minLength=1; maxLength=20","Número de documento de Identificación (Receptor)"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","receptor.tipoDocumento","agregado","campo","","tipo=string | requerido=si | descripcion=Tipo de documento de identificación (Receptor)","Tipo de documento de identificación (Receptor)"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.","agregado","campo","","tipo=array|null | requerido=si | descripcion=Resumen de  | restricciones=uniqueItems=true","Resumen de "
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.[]","agregado","campo","","tipo=object | requerido=si | restricciones=additionalProperties=false",""
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.[].codigo","agregado","campo","","tipo=string | requerido=si | descripcion=Resumen Código de Tributo | restricciones=minLength=2; maxLength=2","Resumen Código de Tributo"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.[].descripcion","agregado","campo","","tipo=string | requerido=si | descripcion=Nombre del Tributo | restricciones=minLength=1; maxLength=300","Nombre del Tributo"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.[].valor","agregado","campo","","tipo=number | requerido=si | descripcion=Valor del Tributo | restricciones=minimum=0; exclusiveMaximum=100000000000; multipleOf=0.01","Valor del Tributo"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.codigoRetencionMH","agregado","campo","","tipo=string|null | requerido=si | descripcion=Código retención MH | restricciones=maximum=2","Código retención MH"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.condicionOperacion","restriccion_modificada","enum","[1,2,3]","","Condición de la Operación"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.descuExenta","eliminado","campo","tipo=number | requerido=si | descripcion=Monto global de Descuento, Bonificación, Rebajas y otros a ventas exentas | restricciones=minimum=0; exclusiveMaximum=100000000000; multipleOf=0.01","","Monto global de Descuento, Bonificación, Rebajas y otros a ventas exentas"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.descuGravada","eliminado","campo","tipo=number | requerido=si | descripcion=Monto global de Descuento, Bonificación, Rebajas y otros a ventas gravadas | restricciones=minimum=0; exclusiveMaximum=100000000000; multipleOf=0.01","","Monto global de Descuento, Bonificación, Rebajas y otros a ventas gravadas"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.descuNoSuj","eliminado","campo","tipo=number | requerido=si | descripcion=Monto global de Descuento, Bonificación, Rebajas y otros a ventas no sujetas | restricciones=minimum=0; exclusiveMaximum=100000000000; multipleOf=0.01","","Monto global de Descuento, Bonificación, Rebajas y otros a ventas no sujetas"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.ivaPerci","agregado","campo","","tipo=number | requerido=si | descripcion=IVA Percibido | restricciones=minimum=0; exclusiveMaximum=100000000000; multipleOf=0.01","IVA Percibido"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.ivaPerci1","eliminado","campo","tipo=number | requerido=si | descripcion=IVA Percibido | restricciones=minimum=0; exclusiveMaximum=100000000000; multipleOf=0.01","","IVA Percibido"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.ivaRete","agregado","campo","","tipo=number | requerido=si | descripcion=IVA Retenido | restricciones=minimum=0; exclusiveMaximum=100000000000; multipleOf=0.01","IVA Retenido"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.ivaRete1","eliminado","campo","tipo=number | requerido=si | descripcion=IVA Retenido | restricciones=minimum=0; exclusiveMaximum=100000000000; multipleOf=0.01","","IVA Retenido"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.montoTotalOperacion","restriccion_modificada","minimum","","0","Monto Total de la Operación"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.montoTotalOperacion","restriccion_modificada","exclusiveMinimum","0","","Monto Total de la Operación"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.observaciones","agregado","campo","","tipo=string|null | requerido=si | descripcion=Observaciones | restricciones=maximum=3000","Observaciones"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.reteRenta","eliminado","campo","tipo=number | requerido=si | descripcion=Retención Renta | restricciones=minimum=0; exclusiveMaximum=100000000000; multipleOf=0.01","","Retención Renta"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.subTotal","eliminado","campo","tipo=number | requerido=si | descripcion=Sub-Total | restricciones=minimum=0; exclusiveMaximum=100000000000; multipleOf=0.01","","Sub-Total"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.subTotalVentas","restriccion_modificada","minimum","","0","Suma de operaciones sin impuestos"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.totalDescu","description_modificado","description","Total del monto de Descuento, Bonificación, Rebajas","Total de Descuento","Total de Descuento"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.totalIva","agregado","campo","","tipo=number | requerido=si | descripcion=IVA 13% | restricciones=minimum=0; exclusiveMaximum=100000000000; multipleOf=0.01","IVA 13%"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.totalLetras","type_modificado","type","string","string|null","Valor en Letras"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.totalLetras","restriccion_modificada","minLength","","8","Valor en Letras"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.totalNoGravado","agregado","campo","","tipo=number | requerido=si | descripcion=Total Cargos/Abonos que no afectan la base imponible | restricciones=exclusiveMinimum=-100000000000; exclusiveMaximum=100000000000; multipleOf=0.01","Total Cargos/Abonos que no afectan la base imponible"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.totalPagar","agregado","campo","","tipo=number | requerido=si | descripcion=Total a Pagar | restricciones=minimum=0; exclusiveMaximum=100000000000; multipleOf=0.01","Total a Pagar"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.tributos","eliminado","campo","tipo=array|null | requerido=si | descripcion=Resumen de tributos | restricciones=uniqueItems=true","","Resumen de tributos"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.tributos[]","eliminado","campo","tipo=object | requerido=si | restricciones=additionalProperties=false","",""
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.tributos[].codigo","eliminado","campo","tipo=string | requerido=si | descripcion=Resumen Código de Tributo | restricciones=minLength=2; maxLength=2","","Resumen Código de Tributo"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.tributos[].descripcion","eliminado","campo","tipo=string | requerido=si | descripcion=Nombre del Tributo | restricciones=minLength=2; maxLength=150","","Nombre del Tributo"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.tributos[].valor","eliminado","campo","tipo=number | requerido=si | descripcion=Valor del Tributo | restricciones=minimum=0; exclusiveMaximum=100000000000; multipleOf=0.01","","Valor del Tributo"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","ventaTercero.codDomiciliado","agregado","campo","","tipo=integer|null | requerido=si | descripcion=Domicilio Fiscal","Domicilio Fiscal"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","ventaTercero.nit","type_modificado","type","string","string|null","NIT por cuenta de Terceros"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","ventaTercero.nit","restriccion_modificada","pattern","^([0-9]{14}|[0-9]{9})$","","NIT por cuenta de Terceros"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","ventaTercero.nit","restriccion_modificada","minLength","","1","NIT por cuenta de Terceros"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","ventaTercero.nit","restriccion_modificada","maxLength","","20","NIT por cuenta de Terceros"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","ventaTercero.nombre","description_modificado","description","Nombre, denominación o razón social del Tercero","Nombre del Tercero","Nombre del Tercero"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","ventaTercero.nombre","restriccion_modificada","minLength","3","1","Nombre del Tercero"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","ventaTercero.nombre","restriccion_modificada","maxLength","200","250","Nombre del Tercero"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","cuerpoDocumento[].codTributo","restriccion_modificada","enum","[null,""A8"",""57"",""90"",""D4"",""D5"",""25"",""A6""]","","Tributo sujeto a cálculo de IVA"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","cuerpoDocumento[].descripcion","restriccion_modificada","minLength","","1","Descripción"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","cuerpoDocumento[].descripcion","restriccion_modificada","maxLength","1000","1500","Descripción"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","cuerpoDocumento[].montoDescu","description_modificado","description","Descuento, Bonificación, Rebajas por ítem","Descuento por ítem","Descuento por ítem"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","cuerpoDocumento[].precioUni","restriccion_modificada","minimum","","0","Precio Unitario"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","cuerpoDocumento[].tipoItem","restriccion_modificada","enum","[1,2,3,4]","","Tipo de ítem"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","documentoRelacionado[].tipoDocumento","description_modificado","description","Tipo de Documento Tributario Relacionado","Tipo de Documento Relacionado","Tipo de Documento Relacionado"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","documentoRelacionado[].tipoDocumento","restriccion_modificada","enum","[""01"",""03""]","[""01"",""03"",""11""]","Tipo de Documento Relacionado"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","documentoRelacionado[].tipoGeneracion","description_modificado","description","Tipo de Generación del Documento Tributario relacionado","Tipo de Generación del Documento relacionado","Tipo de Generación del Documento relacionado"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","emisor.codActividad","restriccion_modificada","minLength","","5","Código de Actividad Económica (Emisor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","emisor.codActividad","restriccion_modificada","maxLength","","6","Código de Actividad Económica (Emisor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","emisor.codEstable","description_modificado","description","Código del establecimiento asignado por el contribuyente","Código del establecimiento asignado por el contribuyente.","Código del establecimiento asignado por el contribuyente."
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","emisor.codEstable","restriccion_modificada","minLength","1","4","Código del establecimiento asignado por el contribuyente."
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","emisor.codEstable","restriccion_modificada","maxLength","10","4","Código del establecimiento asignado por el contribuyente."
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","emisor.codEstableMH","eliminado","campo","tipo=string|null | requerido=si | descripcion=Código del establecimiento asignado por el MH | restricciones=minLength=4; maxLength=4","","Código del establecimiento asignado por el MH"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","emisor.codPuntoVentaMH","eliminado","campo","tipo=string|null | requerido=si | descripcion=Código del Punto de Venta (Emisor) Asignado por el MH | restricciones=minLength=4; maxLength=4","","Código del Punto de Venta (Emisor) Asignado por el MH"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","emisor.correo","restriccion_modificada","format","email","","Correo electrónico (Emisor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","emisor.correo","restriccion_modificada","minLength","3","6","Correo electrónico (Emisor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","emisor.descActividad","restriccion_modificada","minLength","1","5","Actividad Económica (Emisor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","emisor.direccion.departamento","restriccion_modificada","pattern","^0[1-9]|1[0-4]$","","Dirección Departamento (Emisor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","emisor.direccion.distrito","agregado","campo","","tipo=string | requerido=si | descripcion=Dirección Distrito (Emisor)","Dirección Distrito (Emisor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","emisor.direccion.municipio","restriccion_modificada","pattern","^[0-9]{2}$","","Dirección Municipio (Emisor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","emisor.nombre","description_modificado","description","Nombre, denominación o razón social del contribuyente (Emisor)","Nombre (Emisor)","Nombre (Emisor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","emisor.nombre","restriccion_modificada","minLength","3","1","Nombre (Emisor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","emisor.nombre","restriccion_modificada","maxLength","200","250","Nombre (Emisor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","emisor.nrc","restriccion_modificada","pattern","^[0-9]{1,8}$","^[0-9]{2,8}$","NRC (Emisor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","emisor.nrc","restriccion_modificada","minLength","","2","NRC (Emisor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","emisor.nrc","restriccion_modificada","maxLength","","8","NRC (Emisor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","emisor.tipoEstablecimiento","eliminado","campo","tipo=string | requerido=si | descripcion=Tipo de establecimiento (Emisor) | restricciones=enum=[""01"",""02"",""04"",""07"",""20""]","","Tipo de establecimiento (Emisor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","extension","eliminado","campo","tipo=object|null | requerido=si | descripcion=Extensión | restricciones=additionalProperties=false","","Extensión"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","extension.docuEntrega","eliminado","campo","tipo=string|null | requerido=si | descripcion=Documento de identificación de quien genera el DTE | restricciones=minLength=1; maxLength=25","","Documento de identificación de quien genera el DTE"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","extension.docuRecibe","eliminado","campo","tipo=string|null | requerido=si | descripcion=Documento de identificación del responsable de la operación por parte del receptor | restricciones=minLength=1; maxLength=25","","Documento de identificación del responsable de la operación por parte del receptor"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","extension.nombEntrega","eliminado","campo","tipo=string|null | requerido=si | descripcion=Nombre del responsable que Genera el DTE | restricciones=minLength=1; maxLength=100","","Nombre del responsable que Genera el DTE"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","extension.nombRecibe","eliminado","campo","tipo=string|null | requerido=si | descripcion=Nombre del responsable de la operación por parte del receptor | restricciones=minLength=1; maxLength=100","","Nombre del responsable de la operación por parte del receptor"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","extension.observaciones","eliminado","campo","tipo=string|null | requerido=si | descripcion=Observaciones | restricciones=maxLength=3000","","Observaciones"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","identificacion.motivoContin","restriccion_modificada","maxLength","150","500","Motivo de Contingencia"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","identificacion.numeroControl","restriccion_modificada","pattern","^DTE-04-[A-Z0-9]{8}-[0-9]{15}$","^DTE-04-(M|B|S|P)([0-9]{3})(P)([0-9]{3})-[0-9]{15}$","Número de Control"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","identificacion.version","restriccion_modificada","const","3","4","Versión"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","receptor.codActividad","type_modificado","type","string|null","string","Código de Actividad Económica (Receptor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","receptor.codActividad","restriccion_modificada","pattern","^[0-9]{2,6}$","","Código de Actividad Económica (Receptor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","receptor.correo","type_modificado","type","string","string|null","Correo electrónico (Receptor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","receptor.correo","restriccion_modificada","format","email","","Correo electrónico (Receptor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","receptor.correo","restriccion_modificada","minLength","","6","Correo electrónico (Receptor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","receptor.descActividad","type_modificado","type","string|null","string","Actividad Económica (Receptor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","receptor.descActividad","restriccion_modificada","minLength","1","5","Actividad Económica (Receptor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","receptor.direccion","type_modificado","type","object","null|object","Dirección (Receptor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","receptor.direccion.departamento","restriccion_modificada","pattern","^0[1-9]|1[0-4]$","","Dirección: Departamento (Receptor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","receptor.direccion.distrito","agregado","campo","","tipo=string | requerido=si | descripcion=Dirección Distrito (Emisor)","Dirección Distrito (Emisor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","receptor.direccion.municipio","restriccion_modificada","pattern","^[0-9]{2}$","","Dirección: Municipio (Receptor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","receptor.nombre","description_modificado","description","Nombre, denominación o razón social del contribuyente (Receptor)","Nombre (Receptor)","Nombre (Receptor)"
